ns,582
dd,529
dn,507
.d,464
er,429
re,332
in,320
co,315
an,306
te,271
es,268
en,265
on,263
is,254
se,252
ea,242
ca,241
ce,237
ti,233
om,233
ri,232
at,226
ac,226
ar,225
la,223
de,216
ma,214
ec,213
el,212
ra,208
it,207
ic,205
st,203
le,203
ne,202
nd,201
as,198
si,198
ve,196
ed,195
em,192
ge,189
am,188
su,186
or,185
be,183
mi,182
et,180
ni,179
ta,177
