,Domain,Verdict,Entropy,Vowel,Consonant,Length,VN,VowelConsRatio,EntropyLength,CountNum,ngram2ScoreLegit,ngram3ScoreLegit,ngram4ScoreLegit,ngram5ScoreLegit,ngramTotalScoreLegit,ngram2ScoreDGA,ngram3ScoreDGA,ngram4ScoreDGA,ngram5ScoreDGA,ngramTotalScoreDGA
1385,eyeglassdirect.com,legit,3.32486,5,9,14,0,0.55556,0.23749,0,1,0,0,0,1,4,1,0,0,5
654,disqus.com,legit,2.25163,2,4,6,0,0.5,0.37527,0,1,0,0,0,1,1,0,0,0,1
1868,ddalbe69.com,legit,2.75,2,4,8,0,0.5,0.34375,2,0,0,0,0,0,2,0,0,0,2
2257,toylwfuyrq.com,dga,3.12193,2,8,10,1,0.25,0.31219,0,0,0,0,0,0,0,0,0,0,0
1866,akchalupa.cz,legit,2.6416,4,5,9,0,0.8,0.29351,0,0,0,0,0,0,0,1,0,0,1
4533,topbuzz.in,legit,2.52164,2,5,7,0,0.4,0.36023,0,0,0,0,0,0,0,0,0,0,0
2542,qcokbjcfksor.ru,dga,3.08496,2,10,12,1,0.2,0.25708,0,1,0,0,0,1,2,0,0,0,2
932,de.linkedin.com,legit,2.73216,4,6,11,0,0.66667,0.24838,0,4,0,0,0,4,3,0,0,0,3
3654,brmhnvkqoyuc.cm,dga,3.58496,2,10,12,1,0.2,0.29875,0,0,0,0,0,0,0,0,0,0,0
2298,hotelduchampdemars.com,legit,3.61437,6,12,18,0,0.5,0.2008,0,3,0,0,0,3,7,1,0,0,8
604,coinbase.com,legit,3.0,4,4,8,0,1.0,0.375,0,3,0,0,0,3,4,0,0,0,4
1744,jfuwxdionytnmvworaybawkqgi.org,dga,4.13294,7,19,26,1,0.36842,0.15896,0,2,0,0,0,2,3,1,0,0,4
149,g.co,legit,0.0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
676,note.mu,legit,2.0,2,2,4,0,1.0,0.5,0,1,0,0,0,1,1,0,0,0,1
3124,toponlineforexbrokers.com,legit,3.46328,8,13,21,0,0.61538,0.16492,0,6,0,0,0,6,6,2,0,0,8
2778,topnewsrustoria.ru,legit,3.37356,6,9,15,0,0.66667,0.2249,0,2,0,0,0,2,4,0,0,0,4
3072,dietdotliftsearchwellpriest.com,dga,3.58786,9,18,27,1,0.5,0.13288,0,6,0,0,0,6,8,1,0,0,9
2019,tmimgcdn.com,legit,2.75,1,7,8,0,0.14286,0.34375,0,3,1,0,0,4,2,0,0,0,2
2959,bkcdbcdnmdlabcbd.de,dga,2.70282,1,15,16,1,0.06667,0.16893,0,2,1,0,0,3,2,0,0,0,2
2319,salseoweb.es,legit,2.72548,4,5,9,0,0.8,0.30283,0,1,0,0,0,1,1,0,0,0,1
355,airbnb.com,legit,2.25163,2,4,6,0,0.5,0.37527,0,0,0,0,0,0,0,0,0,0,0
4331,hoxinaje.ru,dga,3.0,4,4,8,1,1.0,0.375,0,1,0,0,0,1,1,0,0,0,1
4683,ihtiobihcii.ddns.net,dga,3.0244,6,9,16,1,0.66667,0.18902,0,3,1,0,0,4,5,5,3,2,15
1159,sourpatch.com,legit,3.16993,3,6,9,0,0.5,0.35221,0,2,0,0,0,2,1,0,0,0,1
2661,suphatfo.ru,dga,3.0,3,5,8,1,0.6,0.375,0,1,0,0,0,1,2,0,0,0,2
1282,20ia.com,legit,2.0,2,0,4,0,0.0,0.5,2,0,0,0,0,0,0,0,0,0,0
1362,gurahlendir.blogspot.com,legit,3.92193,6,13,20,0,0.46154,0.1961,0,4,0,0,0,4,4,0,0,0,4
408,trustpilot.com,legit,2.84644,3,7,10,0,0.42857,0.28464,0,4,0,0,0,4,1,0,0,0,1
4444,dam16.com,legit,2.32193,1,2,5,0,0.5,0.46439,2,1,0,0,0,1,1,0,0,0,1
2305,efgaztklw.com,dga,3.16993,2,7,9,1,0.28571,0.35221,0,0,0,0,0,0,0,0,0,0,0
3878,qtrnzak.dynserv.com,dga,3.64022,2,12,15,1,0.16667,0.24268,0,3,1,1,0,5,4,5,5,4,18
3069,nydognyjcofxnxaf.com,dga,3.20282,3,13,16,1,0.23077,0.20018,0,2,0,0,0,2,1,0,0,0,1
27,google-analytics.com,legit,3.5,6,9,16,0,0.66667,0.21875,0,4,4,3,2,13,4,0,0,0,4
3324,lipaheac.ru,dga,2.75,4,4,8,1,1.0,0.34375,0,2,0,0,0,2,2,0,0,0,2
3409,magnitola.by,legit,2.9477,4,5,9,0,0.8,0.32752,0,1,0,0,0,1,4,0,0,0,4
720,institutvajrayogini.fr,legit,3.36609,8,11,19,0,0.72727,0.17716,0,4,0,0,0,4,7,0,0,0,7
1566,green-offizin.de,legit,3.08506,5,7,13,0,0.71429,0.23731,0,4,2,1,0,7,3,0,0,0,3
614,help.ubuntu.com,legit,3.02717,4,6,11,0,0.66667,0.2752,0,2,0,0,0,2,1,0,0,0,1
1873,ofsjid58anet76ojmro6mri.ddns.net,dga,3.96772,7,15,28,1,0.46667,0.1417,5,4,1,0,0,5,8,4,3,2,17
2818,eastlakegolfclub.com.au,legit,3.68418,7,12,20,0,0.58333,0.18421,0,4,3,1,0,8,6,2,1,0,9
828,stock.adobe.com,legit,3.27761,4,6,11,0,0.66667,0.29796,0,3,0,0,0,3,2,0,0,0,2
1909,dongabeauty.vn,legit,3.27761,5,6,11,0,0.83333,0.29796,0,2,0,0,0,2,3,0,0,0,3
2128,skquawyyogogekyo.org,dga,3.15564,6,10,16,1,0.6,0.19723,0,1,0,0,0,1,1,0,0,0,1
4640,bscggv.com.hn,dga,2.92193,1,8,10,1,0.125,0.29219,0,2,2,1,0,5,2,2,1,0,5
2012,shallwetalk.co.kr,legit,3.32486,4,9,14,0,0.44444,0.23749,0,3,1,0,0,4,3,1,0,0,4
2743,oceckswooomwqmou.org,dga,2.8994,7,9,16,1,0.77778,0.18121,0,3,0,0,0,3,3,1,0,0,4
2948,daroapartments.com,legit,3.18201,5,9,14,0,0.55556,0.22729,0,4,1,0,0,5,2,1,0,0,3
2964,hbhchfr.ir,dga,2.12809,0,7,7,1,0.0,0.30401,0,0,0,0,0,0,0,0,0,0,0
3972,grilloporteno.com,legit,3.02699,5,8,13,0,0.625,0.23285,0,3,0,0,0,3,4,0,0,0,4
833,iheart.com,legit,2.58496,3,3,6,0,1.0,0.43083,0,1,0,0,0,1,2,0,0,0,2
454,gitlab.com,legit,2.58496,2,4,6,0,0.5,0.43083,0,0,0,0,0,0,2,0,0,0,2
3268,theartofbooks.com,legit,3.18083,5,8,13,0,0.625,0.24468,0,3,0,0,0,3,2,0,0,0,2
132,lh5.googleusercontent.com,legit,3.55852,7,12,21,0,0.58333,0.16945,1,10,8,4,3,25,7,3,0,0,10
1377,igfqca.info,dga,2.58496,2,4,6,1,0.5,0.43083,0,0,0,0,0,0,1,0,0,0,1
3792,pentan.info,legit,2.25163,2,4,6,0,0.5,0.37527,0,3,1,0,0,4,3,1,0,0,4
4598,thewondernation.com,legit,3.1899,6,9,15,0,0.66667,0.21266,0,4,0,0,0,4,6,3,2,1,12
2994,rellasamortiser.gr,legit,3.05656,6,9,15,0,0.66667,0.20377,0,5,1,0,0,6,10,1,0,0,11
283,venturebeat.com,legit,2.84535,5,6,11,0,0.83333,0.25867,0,5,1,0,0,6,6,2,0,0,8
2774,sisters-meet.tk,dga,2.62581,4,7,12,1,0.57143,0.21882,0,3,0,0,0,3,6,3,0,0,9
4628,fdlkaomffkclmbba.co.uk,dga,3.26083,4,14,19,1,0.28571,0.17162,0,2,1,0,0,3,2,1,0,0,3
373,events.google.com,legit,3.02699,5,7,13,0,0.71429,0.23285,0,5,6,4,3,18,3,1,0,0,4
3674,miss-id.jp,legit,2.23593,2,4,7,0,0.5,0.31942,0,1,0,0,0,1,2,0,0,0,2
3926,mostiks.ru,legit,2.52164,2,5,7,0,0.4,0.36023,0,2,1,0,0,3,2,0,0,0,2
2248,pfaozzva.com,dga,2.5,3,5,8,1,0.6,0.3125,0,0,0,0,0,0,0,0,0,0,0
3819,migovilr.ru,dga,2.75,3,5,8,1,0.6,0.34375,0,1,0,0,0,1,1,0,0,0,1
1544,oafdnbfoklfodkea.eu,dga,3.03064,6,10,16,1,0.6,0.18942,0,2,0,0,0,2,2,0,0,0,2
2426,slever.cz,legit,2.25163,2,4,6,0,0.5,0.37527,0,2,0,0,0,2,3,1,0,0,4
1060,qni0clevefmbotg.ddns.net,dga,4.02193,4,14,20,1,0.28571,0.2011,1,3,1,0,0,4,7,3,3,2,15
3723,pmildmna.nf,dga,2.75,2,6,8,1,0.33333,0.34375,0,1,0,0,0,1,1,0,0,0,1
65,cnn.com,legit,0.9183,0,3,3,0,0.0,0.3061,0,0,0,0,0,0,0,0,0,0,0
3790,4tyrghy7otqf.com,dga,3.25163,1,9,12,1,0.11111,0.27097,2,0,0,0,0,0,0,0,0,0,0
4970,salammag.com,legit,2.15564,3,5,8,0,0.6,0.26946,0,2,0,0,0,2,3,0,0,0,3
4675,luisgyg.com,legit,2.52164,2,5,7,0,0.4,0.36023,0,0,0,0,0,0,1,0,0,0,1
785,bigthink.com,legit,2.75,2,6,8,0,0.33333,0.34375,0,1,0,0,0,1,1,0,0,0,1
2601,textmusic.org,legit,2.9477,3,6,9,0,0.5,0.32752,0,3,0,0,0,3,3,0,0,0,3
4817,cnwmlruoyggiifg.co.uk,dga,3.57243,5,12,18,1,0.41667,0.19847,0,2,1,0,0,3,1,1,0,0,2
2863,avhate.com,legit,2.25163,3,3,6,0,1.0,0.37527,0,2,0,0,0,2,2,1,0,0,3
995,blog.feedspot.com,legit,3.39275,4,8,13,0,0.5,0.26098,0,3,0,0,0,3,1,0,0,0,1
4487,tonelikelihood.com,dga,3.03915,7,7,14,1,1.0,0.21708,0,3,0,0,0,3,3,1,0,0,4
4905,mobincube.com,legit,2.9477,4,5,9,0,0.8,0.32752,0,1,0,0,0,1,2,0,0,0,2
3350,empires-and-puzzles.blogspot.com,legit,4.01219,8,17,28,0,0.47059,0.14329,0,6,0,0,0,6,6,2,0,0,8
4619,stoecklimpark.at,legit,3.54659,4,9,13,0,0.44444,0.27281,0,2,0,0,0,2,3,0,0,0,3
562,dashlane.com,legit,2.75,3,5,8,0,0.6,0.34375,0,0,0,0,0,0,4,0,0,0,4
4465,reductionscultures.wtf,dga,3.35021,7,11,18,1,0.63636,0.18612,0,5,0,0,0,5,6,4,1,1,12
4330,fixmyambulance.com,legit,3.52164,5,9,14,0,0.55556,0.25155,0,2,0,0,0,2,4,1,1,0,6
3066,6sr8qlxtnde6klh6jv.ru,dga,3.79465,1,13,18,1,0.07692,0.21081,4,0,0,0,0,0,2,0,0,0,2
4638,wyvgijkeuf.com,dga,3.32193,3,7,10,1,0.42857,0.33219,0,0,0,0,0,0,0,0,0,0,0
2205,tiqin5.com,legit,2.25163,2,3,6,0,0.66667,0.37527,1,2,0,0,0,2,2,0,0,0,2
3266,jacofer.com.ar,legit,3.0958,4,6,11,0,0.66667,0.28144,0,4,2,1,0,7,4,2,1,0,7
4080,zrysutkidq.com,dga,3.32193,2,8,10,1,0.25,0.33219,0,0,0,0,0,0,1,0,0,0,1
1715,superfiestaweb.com,legit,3.32486,6,8,14,0,0.75,0.23749,0,4,0,0,0,4,5,1,0,0,6
4088,affarsliv.com,legit,2.72548,3,6,9,0,0.5,0.30283,0,1,0,0,0,1,1,0,0,0,1
3344,umvosqeoya.info,dga,3.12193,5,5,10,1,1.0,0.31219,0,0,0,0,0,0,0,0,1,0,1
2827,gkpylmwfbgrksin.org,dga,3.64022,1,14,15,1,0.07143,0.24268,0,1,0,0,0,1,2,0,0,0,2
3515,dirhxjsuv.com,dga,3.16993,2,7,9,1,0.28571,0.35221,0,0,0,0,0,0,1,0,0,0,1
429,9to5mac.com,legit,2.80735,2,3,7,0,0.66667,0.40105,2,1,0,0,0,1,2,0,0,0,2
1471,kiekko-tiikerit.fi,legit,2.57356,7,7,15,0,1.0,0.17157,0,2,0,0,0,2,4,1,0,0,5
218,tandfonline.com,legit,3.02717,4,7,11,0,0.57143,0.2752,0,4,0,0,0,4,6,2,0,0,8
1997,turbooz.com,legit,2.52164,3,4,7,0,0.75,0.36023,0,1,0,0,0,1,0,1,0,0,1
3398,marutik.info,dga,2.80735,3,4,7,1,0.75,0.40105,0,2,1,0,0,3,3,0,0,0,3
1848,qwwjeqq.cc,dga,1.84237,1,6,7,1,0.16667,0.2632,0,0,0,0,0,0,0,0,0,0,0
3594,7850k.com,legit,2.32193,0,1,5,0,0.0,0.46439,4,0,0,0,0,0,0,0,0,0,0
630,gravatar.com,legit,2.15564,3,5,8,0,0.6,0.26946,0,3,0,0,0,3,4,0,0,0,4
508,google.it,legit,1.9183,3,3,6,0,1.0,0.31972,0,2,4,3,2,11,1,0,0,0,1
3707,threadandneedles.org,legit,2.95282,6,10,16,0,0.6,0.18455,0,7,0,0,0,7,9,1,0,0,10
1247,mycwcmyyqqmwycsc.org,dga,2.45282,0,16,16,1,0.0,0.1533,0,0,0,0,0,0,0,0,0,0,0
687,thelancet.com,legit,2.72548,3,6,9,0,0.5,0.30283,0,1,0,0,0,1,5,1,1,0,7
1057,cinemasubtitles.com,legit,3.37356,6,9,15,0,0.66667,0.2249,0,5,0,0,0,5,10,1,0,0,11
4946,qiqpurrxpnwgk.com,dga,3.2389,2,11,13,1,0.18182,0.24915,0,0,0,0,0,0,0,0,0,0,0
1172,yiyinwkqeuxs.eu,dga,3.25163,4,8,12,1,0.5,0.27097,0,1,0,0,0,1,1,0,0,0,1
1202,demyoaoqpnutxhyq.eu,dga,3.625,5,11,16,1,0.45455,0.22656,0,0,0,0,0,0,2,0,0,0,2
3998,3hofkrujcfi072s.ddns.net,dga,4.02193,3,12,20,1,0.25,0.2011,4,4,1,0,0,5,4,3,3,2,12
523,es.wikipedia.org,legit,3.02206,6,5,12,0,1.2,0.25184,0,3,0,0,0,3,2,0,0,0,2
2751,prometeyhome.ru,legit,2.85539,5,7,12,0,0.71429,0.23795,0,3,1,0,0,4,3,1,0,0,4
3251,fvlkgoerhighxoilcpcu.sx,dga,3.72193,6,14,20,1,0.42857,0.1861,0,1,0,0,0,1,1,0,0,0,1
3176,ghhxnmnansnan.org,dga,2.4997,2,11,13,1,0.18182,0.19228,0,0,0,0,0,0,2,2,4,3,11
334,calendly.com,legit,2.75,2,6,8,0,0.33333,0.34375,0,2,0,0,0,2,4,0,0,0,4
3919,cioceqcoouoiuwwe.org,dga,2.70282,10,6,16,1,1.66667,0.16893,0,4,0,0,0,4,2,0,0,0,2
2500,vhtjklgekncqonjq.biz,dga,3.5,2,14,16,1,0.14286,0.21875,0,2,0,0,0,2,2,0,0,0,2
944,popularmechanics.com,legit,3.625,6,10,16,0,0.6,0.22656,0,1,0,0,0,1,6,1,0,0,7
540,flaticon.com,legit,3.0,3,5,8,0,0.6,0.375,0,5,1,0,0,6,6,2,0,0,8
2458,d-meeus.be,legit,2.52164,3,3,7,0,1.0,0.36023,0,1,0,0,0,1,0,0,0,0,0
994,cdn.ampproject.org,legit,3.52164,3,10,14,0,0.3,0.25155,0,7,3,1,0,11,3,1,0,0,4
3414,clickfrenzystore.com,legit,3.625,4,12,16,0,0.33333,0.22656,0,5,0,0,0,5,5,0,0,0,5
2225,txknhmmerp.com,dga,3.12193,1,9,10,1,0.11111,0.31219,0,1,0,0,0,1,1,0,0,0,1
1614,trackwrestling1.com,legit,3.64022,3,11,15,0,0.27273,0.24268,1,6,0,0,0,6,6,4,0,0,10
1569,trackspecauto.com,legit,3.2389,5,8,13,0,0.625,0.24915,0,1,0,0,0,1,4,1,0,0,5
3867,insideworldfootball.com,legit,3.53689,7,12,19,0,0.58333,0.18615,0,2,0,0,0,2,5,0,0,0,5
1656,spotallow.net,dga,2.72548,3,6,9,1,0.5,0.30283,0,2,0,0,0,2,1,0,0,0,1
1410,ynmiapgokhspic.pw,dga,3.52164,4,10,14,1,0.4,0.25155,0,4,0,0,0,4,2,0,0,0,2
3008,wowsokb.jp,legit,2.23593,2,5,7,0,0.4,0.31942,0,0,0,0,0,0,0,0,0,0,0
4557,louisproyect.org,legit,3.4183,5,7,12,0,0.71429,0.28486,0,4,2,0,0,6,2,1,0,0,3
3507,gldujjospeby.ru,dga,3.4183,3,9,12,1,0.33333,0.28486,0,0,0,0,0,0,0,0,0,0,0
1718,wdqtcwokvbbjxu.ru,dga,3.52164,2,12,14,1,0.16667,0.25155,0,0,0,0,0,0,0,0,0,0,0
3965,wifilrug.ru,dga,2.75,3,5,8,1,0.6,0.34375,0,0,0,0,0,0,0,0,0,0,0
3892,searchprovider.org,legit,3.32486,5,9,14,0,0.55556,0.23749,0,5,1,0,0,6,5,1,0,0,6
3229,vxvmddsdnhulnp.net,dga,3.18201,1,13,14,1,0.07692,0.22729,0,2,0,0,0,2,2,0,0,0,2
4700,pqgyp52kxjsb28dyexc29i45p32eriufrnvet.info,dga,4.46595,6,21,37,1,0.28571,0.1207,10,1,0,0,0,1,4,1,0,0,5
2483,newiasir.ddns.net,dga,3.08506,4,8,13,1,0.5,0.23731,0,2,1,0,0,3,7,3,2,1,13
3171,6ffbrr8dzrm8feyp51.net,dga,3.53049,1,12,18,1,0.08333,0.19614,5,0,0,0,0,0,0,0,0,0,0
967,dafont.com,legit,2.58496,2,4,6,0,0.5,0.43083,0,2,0,0,0,2,1,0,0,0,1
1779,papatemporefacere.com,dga,2.93983,8,9,17,1,0.88889,0.17293,0,6,0,0,0,6,8,2,0,0,10
2550,xpqqpnfwwfiviuajyag.com,dga,3.61635,5,14,19,1,0.35714,0.19033,0,0,0,0,0,0,0,0,0,0,0
4105,pupeg.eu,dga,1.92193,2,3,5,1,0.66667,0.38439,0,0,0,0,0,0,0,0,0,0,0
1154,dixemib.info,dga,2.52164,3,4,7,1,0.75,0.36023,0,1,0,0,0,1,2,0,0,0,2
4144,tsunezu.net,legit,2.52164,3,4,7,0,0.75,0.36023,0,0,0,0,0,0,2,0,0,0,2
4085,govtjobbuzz.com,legit,2.91398,3,8,11,0,0.375,0.26491,0,0,0,0,0,0,0,0,0,0,0
1492,ewiwuvem.be,dga,2.5,4,4,8,1,1.0,0.3125,0,0,0,0,0,0,2,0,0,0,2
891,1.envato.market,legit,3.0,3,3,8,0,1.0,0.375,1,2,0,0,0,2,2,0,0,0,2
495,python.org,legit,2.58496,1,5,6,0,0.2,0.43083,0,1,0,0,0,1,1,0,0,0,1
4799,occasioneveniarumomnibus.com,dga,3.4906,12,12,24,1,1.0,0.14544,0,3,0,0,0,3,10,2,0,0,12
4049,hearttouchinglyrics.com,legit,3.72161,6,13,19,0,0.46154,0.19587,0,4,0,0,0,4,5,1,0,0,6
897,ucl.ac.uk,legit,2.25163,2,3,6,0,0.66667,0.37527,0,1,0,0,0,1,1,0,0,0,1
4934,4j2jh84l2t2b5qgddu.net,dga,3.57243,1,10,18,1,0.1,0.19847,7,0,0,0,0,0,1,0,0,0,1
4989,servicechairassumesetdeal.com,dga,3.42928,11,14,25,1,0.78571,0.13717,0,7,2,1,1,11,12,4,1,0,17
1632,vir-news.com,legit,3.0,2,5,8,0,0.4,0.375,0,0,0,0,0,0,1,0,0,0,1
4046,altroaffitto.it,legit,2.68872,5,7,12,0,0.71429,0.22406,0,1,1,0,0,2,1,0,0,0,1
1946,utrqqyrnvjys.com,dga,3.08496,1,11,12,1,0.09091,0.25708,0,0,0,0,0,0,0,0,0,0,0
2286,syhlxxjru.net,dga,2.9477,1,8,9,1,0.125,0.32752,0,0,0,0,0,0,0,0,0,0,0
1799,eperto.com,legit,2.25163,3,3,6,0,1.0,0.37527,0,1,0,0,0,1,1,0,0,0,1
392,youtube-nocookie.com,legit,3.25,9,6,16,0,1.5,0.20312,0,3,0,0,0,3,2,0,0,0,2
3333,akakura.gr.jp,legit,2.44644,4,5,10,0,0.8,0.24464,0,1,1,0,0,2,1,0,0,0,1
2849,agwgtodsholapet.org,dga,3.37356,5,10,15,1,0.5,0.2249,0,2,0,0,0,2,2,0,5,5,12
1666,hjtwtvpvylncuwmb.eu,dga,3.625,1,15,16,1,0.06667,0.22656,0,0,0,0,0,0,0,0,0,0,0
94,web.archive.org,legit,3.27761,4,6,11,0,0.66667,0.29796,0,1,0,0,0,1,2,0,0,0,2
1555,tacticaltailor.com,legit,2.69951,6,8,14,0,0.75,0.19282,0,4,0,0,0,4,6,0,0,0,6
389,chromium.org,legit,2.75,3,5,8,0,0.6,0.34375,0,2,0,0,0,2,2,0,0,0,2
1480,yudmmdq.net,dga,2.23593,1,6,7,1,0.16667,0.31942,0,0,0,0,0,0,0,0,0,0,0
4818,tilacgetl.com,dga,2.72548,3,6,9,1,0.5,0.30283,0,2,0,0,0,2,5,0,0,0,5
987,spectrum.ieee.org,legit,3.08506,6,6,13,0,1.0,0.23731,0,0,0,0,0,0,1,0,0,0,1
3560,usukigkgsakicume.org,dga,3.03064,7,9,16,1,0.77778,0.18942,0,2,0,0,0,2,2,0,0,0,2
3428,mengfoot.com,legit,2.75,3,5,8,0,0.6,0.34375,0,2,0,0,0,2,1,0,0,0,1
574,smashwords.com,legit,2.84644,2,8,10,0,0.25,0.28464,0,2,0,0,0,2,3,0,0,0,3
3088,clarkcountycourts.us,legit,3.33718,5,12,17,0,0.41667,0.1963,0,3,0,0,0,3,3,0,0,0,3
1617,dqbauboq.com,dga,2.5,3,5,8,1,0.6,0.3125,0,0,0,0,0,0,0,0,0,0,0
2320,qulpay.me,legit,2.58496,2,4,6,0,0.5,0.43083,0,0,0,0,0,0,0,0,0,0,0
638,relapse.com,legit,2.52164,3,4,7,0,0.75,0.36023,0,3,0,0,0,3,4,0,0,0,4
4012,51nsssy.top,legit,2.12809,0,5,7,0,0.0,0.30401,2,0,0,0,0,0,1,0,0,0,1
439,ja.wikipedia.org,legit,3.02206,6,5,12,0,1.2,0.25184,0,1,0,0,0,1,1,0,0,0,1
4457,tmomqxu.tv,dga,2.52164,2,5,7,1,0.4,0.36023,0,0,0,0,0,0,1,0,0,0,1
1991,hooogxruejct.info,dga,3.18872,5,7,12,1,0.71429,0.26573,0,1,1,0,0,2,0,1,0,0,1
2127,y23ljnkz3uzcgqchrw.net,dga,3.83659,1,14,18,1,0.07143,0.21314,3,0,0,0,0,0,0,0,0,0,0
1938,5br-3agel.com,legit,3.16993,2,4,9,0,0.5,0.35221,2,1,1,0,0,2,2,0,0,0,2
4543,valleycontax.com,legit,3.25163,4,8,12,0,0.5,0.27097,0,5,1,0,0,6,4,1,0,0,5
331,canada.ca,legit,1.79248,3,3,6,0,1.0,0.29875,0,1,0,0,0,1,2,0,0,0,2
524,kiva.org,legit,2.0,2,2,4,0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0
1314,gqmkwiaoecgioees.org,dga,3.32782,8,8,16,1,1.0,0.20799,0,1,0,0,0,1,2,0,0,0,2
668,video.google.com,legit,2.85539,6,5,12,0,1.2,0.23795,0,2,5,4,3,14,2,0,0,0,2
2434,chord-gitar.com,legit,3.27761,3,7,11,0,0.42857,0.29796,0,1,0,0,0,1,4,1,0,0,5
340,deezer.com,legit,1.79248,3,3,6,0,1.0,0.29875,0,1,0,0,0,1,2,0,0,0,2
3996,pwktjwsgomdm.ru,dga,3.25163,1,11,12,1,0.09091,0.27097,0,0,0,0,0,0,1,0,0,0,1
220,join.slack.com,legit,3.32193,3,6,10,0,0.5,0.33219,0,1,0,0,0,1,3,0,0,0,3
4375,chicworthy.com,legit,2.92193,2,8,10,0,0.25,0.29219,0,1,0,0,0,1,2,0,0,0,2
4061,gammadonna.it,legit,2.44644,4,6,10,0,0.66667,0.24464,0,4,0,0,0,4,3,0,0,0,3
4782,tfqqnk.dyndns.org,dga,3.02699,0,12,13,1,0.0,0.23285,0,2,1,0,0,3,4,3,4,3,14
3299,pqeymdkufc.com,dga,3.32193,2,8,10,1,0.25,0.33219,0,0,0,0,0,0,0,0,0,0,0
536,nydailynews.com,legit,3.0958,3,8,11,0,0.375,0.28144,0,0,0,0,0,0,1,0,0,0,1
1957,dirqirpa.ru,dga,2.5,3,5,8,1,0.6,0.3125,0,0,0,0,0,0,0,0,0,0,0
3917,iulydooelfno.in,dga,3.02206,6,6,12,1,1.0,0.25184,0,1,0,0,0,1,1,0,0,0,1
2874,moder.ru,legit,2.32193,2,3,5,0,0.66667,0.46439,0,1,0,0,0,1,2,0,0,0,2
2054,zryasukgerbwfdh.com,dga,3.77356,3,12,15,1,0.25,0.25157,0,2,0,0,0,2,4,0,0,0,4
2898,adtnoqbmjgguxoww.eu,dga,3.625,4,12,16,1,0.33333,0.22656,0,1,0,0,0,1,0,0,0,0,0
1815,llffabnfbomefbce.co.uk,dga,3.15557,5,13,19,1,0.38462,0.16608,0,4,1,0,0,5,3,1,0,0,4
1276,cuttingedgeservices.co.uk,legit,3.51603,8,13,22,0,0.61538,0.15982,0,12,5,2,1,20,10,4,1,0,15
1984,letsjumpmobi.com,legit,3.4183,4,8,12,0,0.5,0.28486,0,1,0,0,0,1,2,0,0,0,2
3796,kouhehubwiernio.ddns.net,dga,3.62193,8,11,20,1,0.72727,0.1811,0,4,1,0,0,5,6,4,3,2,15
4264,muan.co,legit,2.0,2,2,4,0,1.0,0.5,0,0,0,0,0,0,1,0,0,0,1
3236,tourbooking.tk,legit,3.02717,5,6,11,0,0.83333,0.2752,0,3,0,0,0,3,1,1,0,0,2
2538,vantaansanomat.fi,legit,2.4956,6,8,14,0,0.75,0.17826,0,4,0,0,0,4,6,1,0,0,7
2321,syoqoyk202gi.net,dga,3.08496,3,6,12,1,0.5,0.25708,3,0,0,0,0,0,0,0,0,0,0
4037,sodiumdental.com,legit,3.4183,5,7,12,0,0.71429,0.28486,0,3,1,0,0,4,3,1,0,0,4
1123,poezijanoci.com,legit,3.0958,6,5,11,0,1.2,0.28144,0,0,0,0,0,0,1,0,0,0,1
3629,pickcity.net,dga,2.5,2,6,8,1,0.33333,0.3125,0,2,0,0,0,2,2,0,0,0,2
4475,rate-of-cb.com,legit,3.12193,3,5,10,0,0.6,0.31219,0,4,0,0,0,4,3,1,0,0,4
874,rakuten.com,legit,2.80735,3,4,7,0,0.75,0.40105,0,3,0,0,0,3,3,0,0,0,3
4490,xkpyrifox.cc,dga,2.9477,2,7,9,1,0.28571,0.32752,0,0,0,0,0,0,1,0,0,0,1
2264,kellervision.tv,legit,3.08496,5,7,12,0,0.71429,0.25708,0,3,0,0,0,3,6,2,0,0,8
1108,wvmghanansnan.cc,dga,2.71929,3,10,13,1,0.3,0.20918,0,0,0,0,0,0,2,2,4,3,11
2703,bushkannews.ir,legit,3.0958,3,8,11,0,0.375,0.28144,0,1,0,0,0,1,2,0,0,0,2
2399,gkyuoaiq.biz,dga,3.0,4,4,8,1,1.0,0.375,0,0,0,0,0,0,0,0,0,0,0
2889,teebeebox.com,legit,2.05881,5,4,9,0,1.25,0.22876,0,1,0,0,0,1,2,0,0,0,2
3595,thesaltymarshmallow.com,legit,3.32636,5,14,19,0,0.35714,0.17507,0,3,0,0,0,3,3,0,0,0,3
3536,redimereabsolutionemet.com,dga,3.47718,11,11,22,1,1.0,0.15805,0,6,0,0,0,6,9,4,1,0,14
3339,iuec2.com,legit,2.32193,3,1,5,0,3.0,0.46439,1,0,0,0,0,0,1,0,0,0,1
1556,bestwapi.com,legit,3.0,3,5,8,0,0.6,0.375,0,4,1,0,0,5,3,1,0,0,4
1683,ingva2wlk8cjw4c0o0u81fi.ddns.net,dga,4.30735,5,15,28,1,0.33333,0.15383,7,3,1,0,0,4,5,5,3,2,15
4559,onlineausleihe.de,legit,3.03915,8,6,14,0,1.33333,0.21708,0,6,0,0,0,6,5,1,0,0,6
3303,ros-kit.ru,legit,2.80735,2,4,7,0,0.5,0.40105,0,1,1,0,0,2,1,0,0,0,1
